Titre;Temps Total;Temps Préparation;Temps Cuisson;Nombre de personnes;Difficulté;Coût;Ingrédients;Étapes;Ustensiles;Liens_recette
Smoothie coco;5 min;5 min;-;2;facile;bon marché;"['1 banane pas trop mûre', '12 cl de fraises', 'sucre fin', '1 glaçons', '12 cl de lait de coco', ""12 cl de jus d'ananas"", 'cannelle moulue']";['Versez tout simplement les ingrédients dans un blender avant de les mixer en une fois. Je vous conseille de prendre de bon jus de fruits aux fraises et ananas car cela fait toute la différence.', 'Ne pas forcer sur la cannelle car il couvre vite le goût des autres ingrédients.', 'Vous pouvez mettre plus ou moins de jus de fraise/ananas selon les envies et goûts.', 'Pour les soirées ou apéros entre amis, remplacez la banane par un peu de Malibu coco (avec modération !), vous ne serez pas déçus !'];['1 blender', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-coco_218320.aspx
Thé glacé citron framboise;40 min;30 min;10 min;6;facile;bon marché;"['100 g de sucre', ""1½ l d' eau"", '1½ citron', '200 g de framboises fraîches', '2 sachets de thé earl grey']";"[""Faire chauffer l'eau dans une casserole jusqu'à ébullition."", 'Retirer du feu et y faire infuser les 2 sachets de thé pendant 10 minutes.', 'Pendant ce temps, faire un ""coulis"" de framboises : mettre les framboises dans une casserole et faire chauffer à feu doux pour faire éclater tous les grains.', ""Ensuite, enlever les pépins à l'aide d'une petite passoire ou d'un presse-purée au-dessus d'un bol, puis remettre le jus obtenu dans la casserole, avec 50 g de sucre."", ""Remettre le tout sur le feu, jusqu'à ce que le sucre ait fondu et que cela forme une pâte lisse."", ""Faire réchauffer la préparation au thé avec les 50 g de sucre restants, jusqu'à ce que celui-ci fonde."", 'Y verser le coulis de framboises ainsi que le jus de citron.', 'Laisser refroidir et mettre au moins 2 heures au frigo de manière à servir bien frais.']";['1 sorbetière', '1 casserole', '1 Top 5 des meilleures passoires', '1 bol', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_the-glace-citron-framboise_62833.aspx
Café à la valdotaine;15 min;10 min;5 min;4;très facile;bon marché;"['sucre', '4 verres de Liqueur de Grappa associée à une autre liqueur, Génépi (liqueur artisanale des Alpes), rhum...', ""zeste d' orange et de citron"", '4 tasses de café chaud']";"[""Prévoir une grolle ou coupe de l'amitié (récipient en bois muni d'un couvercle et doté de plusieurs becs)"", ""Verser le café chaud et les zestes dans la grolle. Sucrer selon le goût + saupoudrer le bord de la grolle de sucre. Chauffer la liqueur jusqu'au point d'ébullition, imbiber le sucre sur le bord de la grolle et verser le reste dans le café."", 'Flamber le tout pour que le sucre caramélise.', ""Selon la tradition, passer la grolle en signe d'amitié, sans interrompre la ronde, sous peine de voir l'amitié se rompre ...""]";['1 Couvercle', '1 casserole', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_cafe-a-la-valdotaine_19617.aspx
Cocktail sans alcool - Jus pétillant de pomme à l'hibiscus;5 min;5 min;-;1;facile;bon marché;"['10 cl de pomme', '3 cl de sirop de citrons verts', '1 cuillère à café de grenadine', ""1 fleur d'hibiscus au sirop""]";"['Verser le sirop de citron vert et la grenadine dans un verre à long drink ou une flûte.', 'Ajouter le jus pétillant de pomme bien frais.', ""Ajouter une fleur d'hibiscus qui va descendre au fond du verre.""]";['1 Presse-ail'];https://www.marmiton.org/recettes/recette_cocktail-sans-alcool-jus-petillant-de-pomme-a-l-hibiscus_222061.aspx
Smoothie aux mûres et à la banane;15 min;15 min;-;8;très facile;bon marché;['3 yaourts onctueux', '1 banane coupée en rondelles', '700 g de mûres cueillies', '12 glaçons pilés'];"[""Mettre tous les ingrédients dans un grand saladier. Mixer le tout jusqu'à obtention d'un mélange onctueux."", 'Mettre au frigo au moins 1 heure avant de servir.', ""Boire à la paille, c'est encore meilleur !""]";['1 blender', '1 saladier', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-aux-mures-et-a-la-banane_61833.aspx
Thé à la menthe facile;20 min;15 min;5 min;4;facile;bon marché;['sucre', 'feuille de menthe fraîche', 'thé vert', 'pignons (facultatif)'];"[""Faire bouillir de l'eau y plonger les feuilles de menthe (quantité à votre appréciation)."", 'Lorsque la menthe a pris une bouillie, y ajouter le thé (une cuiller à café par tasse plus une cuiller ""pour le pot"".', ""Faire bouillir. Retirer du feu et laisser infuser au moins 5 minutes (le temps d'infusion dépend selon que l'on aime le thé plus ou mois fort)."", ""Une fois infusé, verser le thé (passe) dans une théière. Ajouter au moins 10 morceaux de sucre (là encore, c'est une question de goût, mais le thé à la menthe se boit très sucré)."", 'Servir dans des verres a thé (en général on les trouve dans les magasins orientaux).', ""On peut aussi mettre quelques pignons dans le fond du verre avant de servir le thé. Le goût n'en sera que meilleur.""]";[];https://www.marmiton.org/recettes/recette_the-a-la-menthe-facile_11160.aspx
Finochietto (liqueur au fenouil sauvage);15 min;15 min;-;75;très facile;bon marché;"['75 g de sucre', '10 fenouil sauvage (à ramasser soi même - sans se tromper)', ""75 cl d' alcool pour fruits (ou de marc)""]";"['Couper les tiges de fenouil sauvage en bâtonnets, les insérer dans une bouteille de 75 cl préalablement rincée et séchée.', ""Verser l'alcool ou le marc dans la bouteille, fermer avec un bouchon neuf."", 'Laisser reposer un mois.', ""Vider l'alcool parfumé dans un récipient propre, puis retirer de la bouteille les bâtonnets de fenouil."", ""Verser le sucre dans la bouteille avec un entonnoir bien sec, puis remplir à nouveau la bouteille avec l'alcool parfumé."", ""Bien mélanger jusqu'à ce que tout le sucre soit dissous."", 'Placer ensuite la bouteille au congélateur et servir votre finochietto bien frappé, en fin de repas.', 'A consommer avec modération...']";['1 Entonnoir', '1 couteau', '1 Cuillère en bois', '1 congélateur', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_finochietto-liqueur-au-fenouil-sauvage_31081.aspx
Képhyr;5 min;5 min;-;2;très facile;bon marché;['2 figues séchées', '125 g de sucre fin', '6 cuillères à soupe de kéfir', '½ citron non traité'];"['Prévoir un bocal de 2l (pour stérilisation) ou autre', 'récipient avec large ouverture et un couvercle', ""Mettre tous les ingrédients dans le bocal, remplir avec de l'eau minérale."", 'Bien mélanger. Laisser à température ambiante.', 'Mélanger à nouveau après 24h.', 'Le képhyr se boit frais.', 'Temps de fermentation : au maximum 3 jours, au minimum 2 jours. Le degré de gaz carbonique augmente de jour en jour.', 'Au bout de 2 ou 3 jours, presser le citron et rajouter le jus, puis filtrer et mettre en bouteille.', ""Bien rincer le champignon sous l'eau froide et selon recommencer le procédé ci-dessus."", 'Le champignon se multiplie très vite et on peut en éliminer plus de la moitié.', ""En ajoutant du sucre, le champignon peut être conserve dans l'eau plusieurs jours.""]";['1 Couvercle', '1 Cuillère en bois', '1 presse agrume', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_kephyr_16374.aspx
Le chocolat créole de belle-maman;15 min;5 min;10 min;4;facile;moyen;['4 cuillères à soupe de sucre en poudre (selon les goûts)', 'muscade', 'vanille', '1 cuillère à soupe de maïzena', '¾ l de lait', '6 bâtons de cacao', 'cannelle', '1 citron vert (lime)'];['Réserver 1 verre de lait.', 'Prélever le zeste du citron.', 'Faire chauffer le lait avec le zeste, la vanille, la cannelle râpée, et la muscade râpée.', 'Laisser frémir sans bouillir, et retirer la casserole du feu.', 'Râper le cacao, ou le couper en lamelles avec un épluche-légumes, dans un petit bol.', 'Verser dessus 1/2 verre de lait froid. Et passer 1 min au micro-ondes, pour faire fondre.', 'Retirer le zeste de citron. Mélanger le cacao fondu, le sucre et le lait. Remettre à feu doux.', 'Mélanger la maïzéna et le lait froid. Verser sur le chocolat chaud.', 'Faire épaissir à feu doux (ne pas faire bouillir).'];['1 Râpe', '1 casserole', '1 bol', '1 Couteau', '1 Micro-ondes', '1 Cuillère en bois', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_le-chocolat-creole-de-belle-maman_41859.aspx
Smoothie café-banane;20 min;20 min;-;2;facile;bon marché;"['1 cuillère à soupe de sucre de canne', '2 bananes', '½ gousse de vanille', '40 cl de café corsé, bien chaud', ""2 cuillères à soupe d' amandes en poudre"", ""2 cuillères à café de sirop d'érable"", '4 glaçons', 'menthe (pour la décoration)']";"[""Sucrer le café chaud et mélanger jusqu'à dissolution complète du sucre."", 'Couvrir et placer 30 min au frais.', 'Peler et couper les bananes en gros morceaux.', 'Réserver quelques rondelles.', ""Fendre la gousse de vanille et retirer les graines avec la pointe d'un couteau."", 'Verser les morceaux de bananes, la vanille, les amandes, le café et le sirop dans le bol du blender et mixer finement.', 'Ajouter les glaçons et mixer à nouveau pour les réduire en morceaux.', 'Verser le smoothie dans 2 verres hauts.', 'Vous pouvez décorer avec les rondelles de bananes restantes et des feuilles de menthe.', 'Régalez-vous !']";['1 blender', '1 Cuillère en bois', '1 Couvercle', '1 Couteau', '1 bol', '1 Mixeur', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_smoothie-cafe_211493.aspx
Chocolat blanc à la cannelle;10 min;5 min;5 min;2;très facile;bon marché;['170 g de chocolat blanc', '2 feuilles de laurier', '1 bâton de cannelle', '50 cl de lait'];"[""Versez le lait, le laurier et la cannelle dans une casserole. Chauffez à feu moyen jusqu'à ébullition. Otez du feu, couvrez et réservez."", 'Cassez le chocolat en carrés et faites-les chauffer dans une petite casserole, sur feu doux.', 'Laissez-les ramollir, puis versez progressivement le lait en tournant sans cesser de remuer.', 'Quand tout le lait est versé, vous obtenez un liquide lisse et onctueux. Versez-le dans 2 tasses et saupoudrez, en décoration, 1 pincée de cannelle.', ""Dégustez, c'est prêt !!""]";['1 casserole', '1 Cuillère en bois'];https://www.marmiton.org/recettes/recette_chocolat-blanc-a-la-cannelle_53776.aspx
Milkshake vanille-nutella;10 min;10 min;-;2;très facile;bon marché;['4 cuillères à soupe de vanille', '6 carrés de glaçons', '4 cuillères à soupe de Nutella', '10 cl de lait'];['Piler les glaçons dans le blender.', 'Ajouter le Nutella et la vanille puis mélanger.', 'Rajouter le lait petit à petit selon vos goûts puis mélanger de nouveau.', 'Verser la préparation dans un verre avec une paille. Vous pouvez aussi mettre de la chantilly sur le dessus pour les plus gourmands.'];[];https://www.marmiton.org/recettes/recette_milkshake-vanille-nutella_391472.aspx
Véritable chocolat chaud de grand-mère;20 min;10 min;10 min;2;très facile;bon marché;['75 g de chocolat noir', '1 gousse de vanille', '1 cuillère à soupe de sucre', '20 cl de lait entier', '15 cl de crème liquide', '2 guimauves coupées en morceaux'];"['Faire fondre le chocolat, ajouter le lait et la crème puis la vanille, tout en chauffant à feu moyen.', ""Ajouter le sucre et la guimauve. Chauffer jusqu'à ce qu'ils soient fondus."", 'Ensuite, plus longtemps vous chaufferez et plus épais sera le chocolat chaud.']";['1 casserole', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_veritable-chocolat-chaud-de-grand-mere_72781.aspx
Vin chaud aux épices;20 min;5 min;15 min;4;facile;moyen;['1 bouteille de vin rouge', '100 g de sucre roux ou de miel', '3 clous de girofle', '1 pincée de muscade râpée', '2 citrons non traités', '1 bâton de cannelle'];['Râpez les zestes des citrons.', 'Versez le vin dans une casserole et ajoutez-lui les zestes, le sucre et les épices. Portez à ébullition, coupez le feu et couvrez.', 'Laissez infuser 30 minutes puis réchauffez.', 'Filtrez et servez.'];['1 Entonnoir', '1 Râpe', '1 casserole', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_vin-chaud-aux-epices_25224.aspx
Chocolatl - boisson tonique au chocolat;20 min;5 min;15 min;1;très facile;bon marché;"['1 chocolat noir en poudre (type Van Houten instantané)', '1 crème fraîche entière', 'muscade', 'poivre blanc du moulin, cannelle', 'miel (quantité selon votre goût)', ""1 Banania à cuire (pas l'instantané) ou équivalent"", '1 farine de manioc', 'feuille de menthe fraiche', 'piment vert (facultatif)']";"[""Délayer (à feu très doux) dans un peu d'eau un volume de Banania, un volume de chocolat noir et un volume de farine de manioc, en ajoutant de la noix de muscade râpée en abondance, du poivre blanc moulu, et un peu de cannelle."", ""Une fois obtenue une crème de chocolat homogène, allonger avec de l'eau chaude (en fonction de la quantité désirée), tout en continuant à cuire à feu très doux et en remuant sans cesse avec une cuillère en bois, pendant environ une dizaine de minutes."", ""Rajouter un volume de crème entière, quelques feuilles de menthe fraiche hachées menu, et éventuellement (pour les puristes) un peu de piment vert frais haché. Laisser cuire encore le plus longtemps possible (attention, avec la crème il faut surveiller 'comme le lait sur le feu')."", 'Servir bien chaud et sucrer avec du miel.']";['1 Râpe', '1 Fouet cuisine', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_chocolatl-boisson-tonique-au-chocolat_30759.aspx
réconfort chocolat;15 min;10 min;5 min;2;très facile;bon marché;['1 cuillère à soupe de sucre', '50 cl de lait', '2 cuillères à soupe de chocolat en poudre', '½ sachet de sucre vanillé'];"[""Faites chauffer le lait presque jusqu'à ébullition dans une petite casserole."", 'Quand il est chaud, mettez-le dans un blender puis rajoutez le sucre vanillé et le chocolat en poudre.', 'Mixez, puis selon votre goût rajoutez le sucre.', 'Mixez à nouveau.', 'Servez le tout dans un verre et rajoutez quelques amandes effilées ou autre pour la décoration.', 'Le mieux est de boire à la paille pour garder le plus longtemps la mousse onctueuse du chocolat!', ""La chantilly dessus, c'est excellent!!!""]";['1 casserole', '1 blender', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_reconfort-chocolat_72407.aspx
Smoothie exotique du paradis;5 min;5 min;-;4;très facile;moyen;"[""3 oranges ou un verre de jus d'orange"", '2 bananes', '6 fruits de la passion', '1 citron vert', '1 poignée de framboises (facultatif)']";['Passer à la centrifugeuse (au presse nectar) la pulpe des fruits de la passion, les framboises puis les bananes.', 'Presser les oranges et le citron vert et les ajouter au premier nectar.', 'Mélanger le tout et déguster très frais.'];['1 blender', '1 presse agrume', '1 Cuillère en bois'];https://www.marmiton.org/recettes/recette_smoothie-du-paradis_171863.aspx
Chocolat Chaud miel vanille;20 min;10 min;10 min;1;très facile;bon marché;['½ cuillère à café de miel', '25 cl de lait', '1 sachet de sucre vanillé', '1 demi de cacao'];"[""Chauffez le lait à feu assez fort jusqu'à ce qu'il soit un peu plus chaud que la température souhaité, ensuite baissez le feu au minimum."", 'Ajoutez une demi cuillère à café de miel et éteignez complétement le feu. Versez le sucre vanillé avant de mettre 1 demi cuillère à café de cacao. Remuez bien.', 'Si le cacao a trop refroidi vous pouvez le réchauffer.']";[];https://www.marmiton.org/recettes/recette_chocolat-chaud-miel-vanille_65332.aspx
Glaçons aromatisés: framboises, fraises, myrtilles, menthe, basilic;10 min;10 min;-;20;très facile;bon marché;['fraises', 'framboises', 'citron', 'myrtilles', 'basilic', 'menthe'];"['Laver et couper les fruits et les herbes aromatiques.', 'Placer dans le moule à glaçon les fruits et les herbes selon différentes combinaisons. Soyez créatifs !', ""Remplir le moule d'eau et placer au congélateur plusieurs heures."", ""A utiliser dans de l'eau pour l'aromatiser ou dans vos cocktails. Santé !""]";['1 congélateur'];https://www.marmiton.org/recettes/recette_glacons-aromatises-aux-fruits-pour-l-ete_392617.aspx
